Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2026-05-04T10:30:20-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260504P07160000,Equity Option,Sold 1 SPX 05/04/26 Put 7160.00 @ 2.42,242.00,1,242.00,0.00,-0.72,100,SPXW,SPX,5/04/26,7160,PUT,462605311,241.28,USD
2026-05-02T13:48:26-0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.06,0,,--,0.00,,,,,,,,0.06,USD
2026-05-01T12:50:33-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260501C07265000,Equity Option,Bought 1 SPX 05/01/26 Call 7265.00 @ 6.40,-640.00,1,-640.00,0.00,-0.72,100,SPXW,SPX,5/01/26,7265,CALL,462238132,-640.72,USD
2026-05-01T12:50:33-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260501C07260000,Equity Option,Sold 1 SPX 05/01/26 Call 7260.00 @ 8.30,830.00,1,830.00,0.00,-0.72,100,SPXW,SPX,5/01/26,7260,CALL,462238132,829.28,USD
2026-05-01T11:59:57-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260501C07260000,Equity Option,Bought 1 SPX 05/01/26 Call 7260.00 @ 6.68,-668.00,1,-668.00,-1.00,-0.72,100,SPXW,SPX,5/01/26,7260,CALL,462198412,-669.72,USD
2026-05-01T11:59:57-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260501C07265000,Equity Option,Sold 1 SPX 05/01/26 Call 7265.00 @ 4.83,483.00,1,483.00,-1.00,-0.72,100,SPXW,SPX,5/01/26,7265,CALL,462198412,481.28,USD
2026-05-01T11:20:35-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260504P07200000,Equity Option,Sold 1 SPX 05/04/26 Put 7200.00 @ 6.56,656.00,1,656.00,-1.00,-0.72,100,SPXW,SPX,5/04/26,7200,PUT,462154665,654.28,USD
2026-05-01T11:20:35-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260504P07160000,Equity Option,Bought 1 SPX 05/04/26 Put 7160.00 @ 3.56,-356.00,1,-356.00,-1.00,-0.72,100,SPXW,SPX,5/04/26,7160,PUT,462154665,-357.72,USD
2026-04-30T15:01:35-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260430C07175000,Equity Option,Bought 2 SPX 04/30/26 Call 7175.00 @ 26.15,"-5,230.00",2,"-2,615.00",0.00,-1.45,100,SPXW,SPX,4/30/26,7175,CALL,461882766,"-5,231.45",USD
2026-04-30T15:01:35-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260430C07185000,Equity Option,Sold 1 SPX 04/30/26 Call 7185.00 @ 17.75,"1,775.00",1,"1,775.00",0.00,-0.72,100,SPXW,SPX,4/30/26,7185,CALL,461882766,"1,774.28",USD
2026-04-30T15:01:35-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260430C07165000,Equity Option,Sold 1 SPX 04/30/26 Call 7165.00 @ 35.25,"3,525.00",1,"3,525.00",0.00,-0.72,100,SPXW,SPX,4/30/26,7165,CALL,461882766,"3,524.28",USD
2026-04-30T14:48:42-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260430C07135000,Equity Option,Sold 1 SPX 04/30/26 Call 7135.00 @ 56.22,"5,622.00",1,"5,622.00",0.00,-0.72,100,SPXW,SPX,4/30/26,7135,CALL,461870833,"5,621.28",USD
2026-04-30T14:48:42-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260430C07145000,Equity Option,Bought 2 SPX 04/30/26 Call 7145.00 @ 46.39,"-9,278.00",2,"-4,639.00",0.00,-1.45,100,SPXW,SPX,4/30/26,7145,CALL,461870833,"-9,279.45",USD
2026-04-30T14:48:42-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260430C07155000,Equity Option,Sold 1 SPX 04/30/26 Call 7155.00 @ 36.66,"3,666.00",1,"3,666.00",0.00,-0.72,100,SPXW,SPX,4/30/26,7155,CALL,461870833,"3,665.28",USD
2026-04-30T12:36:32-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260430C07165000,Equity Option,Bought 1 SPX 04/30/26 Call 7165.00 @ 11.13,"-1,113.00",1,"-1,113.00",-1.00,-0.72,100,SPXW,SPX,4/30/26,7165,CALL,461753961,"-1,114.72",USD
2026-04-30T12:36:32-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260430C07175000,Equity Option,Sold 2 SPX 04/30/26 Call 7175.00 @ 6.44,"1,288.00",2,644.00,-2.00,-1.46,100,SPXW,SPX,4/30/26,7175,CALL,461753961,"1,284.54",USD
2026-04-30T12:36:32-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260430C07185000,Equity Option,Bought 1 SPX 04/30/26 Call 7185.00 @ 3.35,-335.00,1,-335.00,-1.00,-0.72,100,SPXW,SPX,4/30/26,7185,CALL,461753961,-336.72,USD
2026-04-30T11:41:04-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260430C07155000,Equity Option,Bought 1 SPX 04/30/26 Call 7155.00 @ 9.18,-918.00,1,-918.00,-1.00,-0.72,100,SPXW,SPX,4/30/26,7155,CALL,461678708,-919.72,USD
2026-04-30T11:41:04-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260430C07145000,Equity Option,Sold 2 SPX 04/30/26 Call 7145.00 @ 13.72,"2,744.00",2,"1,372.00",-2.00,-1.46,100,SPXW,SPX,4/30/26,7145,CALL,461678708,"2,740.54",USD
2026-04-30T11:41:04-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260430C07135000,Equity Option,Bought 1 SPX 04/30/26 Call 7135.00 @ 19.36,"-1,936.00",1,"-1,936.00",-1.00,-0.72,100,SPXW,SPX,4/30/26,7135,CALL,461678708,"-1,937.72",USD
2026-04-29T16:12:20-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260429P07125000,Equity Option,Bought 1 SPX 04/29/26 Put 7125.00 @ 2.86,-286.00,1,-286.00,0.00,-0.72,100,SPXW,SPX,4/29/26,7125,PUT,461410398,-286.72,USD
2026-04-29T16:12:20-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260429P07130000,Equity Option,Sold 1 SPX 04/29/26 Put 7130.00 @ 4.51,451.00,1,451.00,0.00,-0.72,100,SPXW,SPX,4/29/26,7130,PUT,461410398,450.28,USD
2026-04-29T15:10:20-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260429P07125000,Equity Option,Bought 1 SPX 04/29/26 Put 7125.00 @ 21.84,"-2,184.00",1,"-2,184.00",0.00,-0.72,100,SPXW,SPX,4/29/26,7125,PUT,461339231,"-2,184.72",USD
2026-04-29T15:10:20-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260429P07130000,Equity Option,Sold 1 SPX 04/29/26 Put 7130.00 @ 25.34,"2,534.00",1,"2,534.00",0.00,-0.72,100,SPXW,SPX,4/29/26,7130,PUT,461339231,"2,533.28",USD
2026-04-29T11:23:12-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260429P07130000,Equity Option,Bought 2 SPX 04/29/26 Put 7130.00 @ 11.78,"-2,356.00",2,"-1,178.00",-2.00,-1.45,100,SPXW,SPX,4/29/26,7130,PUT,461049932,"-2,359.45",USD
2026-04-29T11:23:12-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260429P07125000,Equity Option,Sold 2 SPX 04/29/26 Put 7125.00 @ 10.03,"2,006.00",2,"1,003.00",-2.00,-1.46,100,SPXW,SPX,4/29/26,7125,PUT,461049932,"2,002.54",USD
2026-04-28T14:59:12-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260428P07135000,Equity Option,Bought 2 SPX 04/28/26 Put 7135.00 @ 6.73,"-1,346.00",2,-673.00,0.00,-1.45,100,SPXW,SPX,4/28/26,7135,PUT,460867269,"-1,347.45",USD
2026-04-28T14:59:12-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260428P07140000,Equity Option,Sold 2 SPX 04/28/26 Put 7140.00 @ 9.83,"1,966.00",2,983.00,0.00,-1.46,100,SPXW,SPX,4/28/26,7140,PUT,460867269,"1,964.54",USD
2026-04-28T10:41:48-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260428P07135000,Equity Option,Sold 2 SPX 04/28/26 Put 7135.00 @ 10.33,"2,066.00",2,"1,033.00",-2.00,-1.46,100,SPXW,SPX,4/28/26,7135,PUT,460613954,"2,062.54",USD
2026-04-28T10:41:48-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260428P07140000,Equity Option,Bought 2 SPX 04/28/26 Put 7140.00 @ 12.08,"-2,416.00",2,"-1,208.00",-2.00,-1.45,100,SPXW,SPX,4/28/26,7140,PUT,460613954,"-2,419.45",USD
2026-04-27T14:57:41-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260427P07160000,Equity Option,Sold 1 SPX 04/27/26 Put 7160.00 @ 2.28,228.00,1,228.00,0.00,-0.72,100,SPXW,SPX,4/27/26,7160,PUT,460097493,227.28,USD
2026-04-27T14:57:41-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260427P07155000,Equity Option,Bought 1 SPX 04/27/26 Put 7155.00 @ 1.68,-168.00,1,-168.00,0.00,-0.72,100,SPXW,SPX,4/27/26,7155,PUT,460097493,-168.72,USD
2026-04-27T14:00:01-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260427P07160000,Equity Option,Bought 1 SPX 04/27/26 Put 7160.00 @ 5.48,-548.00,1,-548.00,-1.00,-0.72,100,SPXW,SPX,4/27/26,7160,PUT,460024362,-549.72,USD
2026-04-27T14:00:01-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260427P07155000,Equity Option,Sold 1 SPX 04/27/26 Put 7155.00 @ 4.13,413.00,1,413.00,-1.00,-0.72,100,SPXW,SPX,4/27/26,7155,PUT,460024362,411.28,USD
2026-04-25T16:26:32-0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.01,0,,--,0.00,,,,,,,,0.01,USD
2026-04-24T16:05:28-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260424C07140000,Equity Option,Bought 1 SPX 04/24/26 Call 7140.00 @ 21.35,"-2,135.00",1,"-2,135.00",0.00,-0.72,100,SPXW,SPX,4/24/26,7140,CALL,459569399,"-2,135.72",USD
2026-04-24T16:05:28-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260424C07135000,Equity Option,Sold 1 SPX 04/24/26 Call 7135.00 @ 26.20,"2,620.00",1,"2,620.00",0.00,-0.72,100,SPXW,SPX,4/24/26,7135,CALL,459569399,"2,619.28",USD
2026-04-24T16:05:28-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260424C07140000,Equity Option,Bought 1 SPX 04/24/26 Call 7140.00 @ 21.35,"-2,135.00",1,"-2,135.00",0.00,-0.72,100,SPXW,SPX,4/24/26,7140,CALL,459569399,"-2,135.72",USD
2026-04-24T16:05:28-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260424C07135000,Equity Option,Sold 1 SPX 04/24/26 Call 7135.00 @ 26.20,"2,620.00",1,"2,620.00",0.00,-0.72,100,SPXW,SPX,4/24/26,7135,CALL,459569399,"2,619.28",USD
2026-04-24T10:54:21-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260424C07140000,Equity Option,Sold 2 SPX 04/24/26 Call 7140.00 @ 6.51,"1,302.00",2,651.00,-2.00,-1.46,100,SPXW,SPX,4/24/26,7140,CALL,458835898,"1,298.54",USD
2026-04-24T10:54:21-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260424C07135000,Equity Option,Bought 2 SPX 04/24/26 Call 7135.00 @ 8.26,"-1,652.00",2,-826.00,-2.00,-1.45,100,SPXW,SPX,4/24/26,7135,CALL,458835898,"-1,655.45",USD
2026-04-18T16:24:30-0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.06,0,,--,0.00,,,,,,,,0.06,USD
2026-04-17T16:19:26-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260417C07140000,Equity Option,Bought 2 SPX 04/17/26 Call 7140.00 @ 0.27,-54.00,2,-27.00,0.00,-1.45,100,SPXW,SPX,4/17/26,7140,CALL,455755390,-55.45,USD
2026-04-17T16:19:26-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260417C07135000,Equity Option,Sold 2 SPX 04/17/26 Call 7135.00 @ 0.47,94.00,2,47.00,0.00,-1.46,100,SPXW,SPX,4/17/26,7135,CALL,455755390,92.54,USD
2026-04-17T14:22:58-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260417C07140000,Equity Option,Sold 1 SPX 04/17/26 Call 7140.00 @ 4.63,463.00,1,463.00,-1.00,-0.72,100,SPXW,SPX,4/17/26,7140,CALL,455644177,461.28,USD
2026-04-17T14:22:58-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260417C07135000,Equity Option,Bought 1 SPX 04/17/26 Call 7135.00 @ 6.63,-663.00,1,-663.00,-1.00,-0.72,100,SPXW,SPX,4/17/26,7135,CALL,455644177,-664.72,USD
2026-04-17T14:22:58-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260417C07140000,Equity Option,Sold 1 SPX 04/17/26 Call 7140.00 @ 4.63,463.00,1,463.00,-1.00,-0.72,100,SPXW,SPX,4/17/26,7140,CALL,455644177,461.28,USD
2026-04-17T14:22:58-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260417C07135000,Equity Option,Bought 1 SPX 04/17/26 Call 7135.00 @ 6.63,-663.00,1,-663.00,-1.00,-0.72,100,SPXW,SPX,4/17/26,7135,CALL,455644177,-664.72,USD
2026-04-17T13:30:44-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260417C07100000,Equity Option,Bought 1 SPX 04/17/26 Call 7100.00 @ 43.00,"-4,300.00",1,"-4,300.00",0.00,-0.72,100,SPXW,SPX,4/17/26,7100,CALL,455423841,"-4,300.72",USD
2026-04-17T13:30:44-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260417C07095000,Equity Option,Sold 1 SPX 04/17/26 Call 7095.00 @ 47.80,"4,780.00",1,"4,780.00",0.00,-0.72,100,SPXW,SPX,4/17/26,7095,CALL,455423841,"4,779.28",USD
2026-04-17T10:33:12-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260417C07100000,Equity Option,Sold 1 SPX 04/17/26 Call 7100.00 @ 10.34,"1,034.00",1,"1,034.00",-1.00,-0.72,100,SPXW,SPX,4/17/26,7100,CALL,455309658,"1,032.28",USD
2026-04-17T10:33:12-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260417C07095000,Equity Option,Bought 1 SPX 04/17/26 Call 7095.00 @ 12.69,"-1,269.00",1,"-1,269.00",-1.00,-0.72,100,SPXW,SPX,4/17/26,7095,CALL,455309658,"-1,270.72",USD
2026-04-16T13:43:18-0300,Money Movement,Withdrawal,,,,Digital Asset Fund Conversion Withdrawal of 49.47 USDC/USD,-50.00,0,,--,0.00,,,,,,,,-50.00,USD
2026-04-15T13:53:12-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260415C07060000,Equity Option,Sold 1 SPX 04/15/26 Call 7060.00 @ 0.12,12.00,1,12.00,0.00,-0.72,100,SPXW,SPX,4/15/26,7060,CALL,454655076,11.28,USD
2026-04-15T13:53:12-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260415C07020000,Equity Option,Bought 1 SPX 04/15/26 Call 7020.00 @ 0.67,-67.00,1,-67.00,0.00,-0.72,100,SPXW,SPX,4/15/26,7020,CALL,454655076,-67.72,USD
2026-04-15T13:53:12-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260415C07060000,Equity Option,Sold 1 SPX 04/15/26 Call 7060.00 @ 0.12,12.00,1,12.00,0.00,-0.72,100,SPXW,SPX,4/15/26,7060,CALL,454655076,11.28,USD
2026-04-15T13:53:12-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260415C07020000,Equity Option,Bought 1 SPX 04/15/26 Call 7020.00 @ 0.67,-67.00,1,-67.00,0.00,-0.72,100,SPXW,SPX,4/15/26,7020,CALL,454655076,-67.72,USD
2026-04-15T13:47:37-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260415P06920000,Equity Option,Sold 1 SPX 04/15/26 Put 6920.00 @ 1.30,130.00,1,130.00,0.00,-0.72,100,SPXW,SPX,4/15/26,6920,PUT,454558051,129.28,USD
2026-04-15T13:47:37-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260415P06960000,Equity Option,Bought 1 SPX 04/15/26 Put 6960.00 @ 3.75,-375.00,1,-375.00,0.00,-0.72,100,SPXW,SPX,4/15/26,6960,PUT,454558051,-375.72,USD
2026-04-15T13:47:37-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260415P06920000,Equity Option,Sold 1 SPX 04/15/26 Put 6920.00 @ 1.30,130.00,1,130.00,0.00,-0.72,100,SPXW,SPX,4/15/26,6920,PUT,454558051,129.28,USD
2026-04-15T13:47:37-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260415P06960000,Equity Option,Bought 1 SPX 04/15/26 Put 6960.00 @ 3.75,-375.00,1,-375.00,0.00,-0.72,100,SPXW,SPX,4/15/26,6960,PUT,454558051,-375.72,USD
2026-04-15T11:51:34-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260415P06920000,Equity Option,Bought 2 SPX 04/15/26 Put 6920.00 @ 0.82,-164.00,2,-82.00,-2.00,-1.45,100,SPXW,SPX,4/15/26,6920,PUT,454551885,-167.45,USD
2026-04-15T11:51:34-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260415C07060000,Equity Option,Bought 2 SPX 04/15/26 Call 7060.00 @ 0.28,-56.00,2,-28.00,-2.00,-1.45,100,SPXW,SPX,4/15/26,7060,CALL,454551885,-59.45,USD
2026-04-15T11:51:34-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260415P06960000,Equity Option,Sold 2 SPX 04/15/26 Put 6960.00 @ 2.35,470.00,2,235.00,-2.00,-1.46,100,SPXW,SPX,4/15/26,6960,PUT,454551885,466.54,USD
2026-04-15T11:51:34-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260415C07020000,Equity Option,Sold 2 SPX 04/15/26 Call 7020.00 @ 1.50,300.00,2,150.00,-2.00,-1.46,100,SPXW,SPX,4/15/26,7020,CALL,454551885,296.54,USD
2026-04-14T16:39:17-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260414C06980000,Equity Option,Bought 1 SPX 04/14/26 Call 6980.00 @ 0.75,-75.00,1,-75.00,0.00,-0.72,100,SPXW,SPX,4/14/26,6980,CALL,454367107,-75.72,USD
2026-04-14T16:39:17-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260414C06965000,Equity Option,Sold 1 SPX 04/14/26 Call 6965.00 @ 4.60,460.00,1,460.00,0.00,-0.72,100,SPXW,SPX,4/14/26,6965,CALL,454367107,459.28,USD
2026-04-14T13:44:36-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260414C06980000,Equity Option,Sold 1 SPX 04/14/26 Call 6980.00 @ 1.62,162.00,1,162.00,-1.00,-0.72,100,SPXW,SPX,4/14/26,6980,CALL,454249461,160.28,USD
2026-04-14T13:44:36-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260414C06965000,Equity Option,Bought 1 SPX 04/14/26 Call 6965.00 @ 4.92,-492.00,1,-492.00,-1.00,-0.72,100,SPXW,SPX,4/14/26,6965,CALL,454249461,-493.72,USD
2026-04-14T11:38:52-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260414C06965000,Equity Option,Sold 1 SPX 04/14/26 Call 6965.00 @ 1.57,157.00,1,157.00,0.00,-0.72,100,SPXW,SPX,4/14/26,6965,CALL,454137172,156.28,USD
2026-04-14T11:38:52-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260414C06950000,Equity Option,Bought 1 SPX 04/14/26 Call 6950.00 @ 3.67,-367.00,1,-367.00,0.00,-0.72,100,SPXW,SPX,4/14/26,6950,CALL,454137172,-367.72,USD
2026-04-14T11:38:46-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260414C06965000,Equity Option,Sold 1 SPX 04/14/26 Call 6965.00 @ 1.60,160.00,1,160.00,0.00,-0.72,100,SPXW,SPX,4/14/26,6965,CALL,454137172,159.28,USD
2026-04-14T11:38:46-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260414C06950000,Equity Option,Bought 1 SPX 04/14/26 Call 6950.00 @ 3.70,-370.00,1,-370.00,0.00,-0.72,100,SPXW,SPX,4/14/26,6950,CALL,454137172,-370.72,USD
2026-04-14T11:30:56-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260414C06965000,Equity Option,Bought 1 SPX 04/14/26 Call 6965.00 @ 1.70,-170.00,1,-170.00,-1.00,-0.72,100,SPXW,SPX,4/14/26,6965,CALL,454131070,-171.72,USD
